Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
North Melbourne,107/33 Wreckyn St,1.0,u,368000.0,SP,Jellis,10/12/2016,2.3,3051,1.0,1.0,1.0,0.0,52.0,2003.0,Melbourne City Council,-37.8,144.9542,Northern Metropolitan,6821
Balwyn,29 Bevan St,4.0,h,2188000.0,S,Marshall,19/11/2016,9.7,3103,4.0,2.0,2.0,752.0,253.0,1981.0,Boroondara City Council,-37.8149,145.0747,Southern Metropolitan,5682
Glen Iris,318 Tooronga Rd,2.0,h,1250000.0,S,Marshall,28/08/2016,9.2,3146,2.0,1.0,2.0,438.0,107.0,1910.0,Boroondara City Council,-37.8511,145.0428,Southern Metropolitan,10412
Hawthorn,1B Hepburn St,3.0,h,1780000.0,SP,Jellis,18/03/2017,4.6,3122,3.0,3.0,2.0,88.0,178.0,2011.0,Boroondara City Council,-37.824,145.0427,Southern Metropolitan,11308
Thornbury,213 Raleigh St,3.0,h,1140000.0,S,McGrath,3/3/2018,7.0,3071,3.0,1.0,1.0,471.0,113.0,1940.0,Darebin City Council,-37.760259999999995,145.01602,Northern Metropolitan,8870
Elwood,6/229 Brighton Rd,2.0,u,696750.0,S,Chisholm,3/6/2017,7.2,3184,2.0,1.0,1.0,0.0,83.0,1930.0,Port Phillip City Council,-37.88094,144.99471,Southern Metropolitan,8989
Fawkner,5 Kiddle St,4.0,h,850000.0,S,Ray,28/10/2017,13.1,3060,4.0,3.0,3.0,367.0,217.0,2012.0,Hume City Council,-37.71734,144.97057,Northern Metropolitan,5070
Templestowe,307 Church Rd,6.0,h,3030000.0,S,Jellis,25/11/2017,15.5,3106,6.0,4.0,3.0,4046.0,419.0,1980.0,Manningham City Council,-37.7675,145.1412,Eastern Metropolitan,6202
Airport West,13 Etzel St,3.0,h,805000.0,S,Nelson,10/12/2016,13.5,3042,3.0,1.0,1.0,0.0,105.0,1950.0,Moonee Valley City Council,-37.7217,144.8783,Western Metropolitan,3464
Prahran,1/70 Williams Rd,2.0,h,910000.0,S,Gary,19/11/2016,4.5,3181,2.0,1.0,1.0,183.0,71.0,1930.0,Stonnington City Council,-37.8543,145.0024,Southern Metropolitan,7717
Heidelberg Heights,3/17 Burns Ct,3.0,h,600000.0,VB,Fletchers,22/08/2016,10.5,3081,3.0,2.0,2.0,251.0,200.0,2012.0,Banyule City Council,-37.7358,145.0559,Eastern Metropolitan,2947
Carrum Downs,13 Rundle Dr,3.0,h,550000.0,S,Harcourts,3/3/2018,34.9,3201,3.0,2.0,2.0,509.0,117.0,1998.0,Frankston City Council,-38.09113,145.19244,South-Eastern Metropolitan,8060
Heidelberg West,6 Normanby Ct,2.0,h,613000.0,S,Barry,13/05/2017,9.4,3081,2.0,1.0,0.0,391.0,74.0,1960.0,Banyule City Council,-37.7349,145.0398,Eastern Metropolitan,2674
Kew,16 Hodgson St,5.0,h,3450000.0,PI,Kay,26/08/2017,5.4,3101,5.0,2.0,2.0,668.0,0.0,2006.0,Boroondara City Council,-37.80795,145.01474,Southern Metropolitan,10331
Niddrie,63 Nolan St,4.0,h,1370000.0,S,Nelson,9/9/2017,10.4,3042,4.0,3.0,2.0,634.0,251.0,2017.0,Moonee Valley City Council,-37.741009999999996,144.88478,Western Metropolitan,2291
Brunswick,87 Hope St,3.0,t,955000.0,S,Nelson,11/2/2017,5.2,3056,3.0,2.0,2.0,327.0,110.0,2007.0,Moreland City Council,-37.7636,144.9559,Northern Metropolitan,11918
Craigieburn,1 Gillingham Cr,3.0,h,562750.0,S,Barry,17/02/2018,20.6,3064,3.0,1.0,4.0,659.0,126.0,1987.0,Hume City Council,-37.60216,144.93012,Northern Metropolitan,15510
St Kilda,602/13 Wellington St,2.0,u,565000.0,VB,Eview,24/09/2016,6.1,3182,2.0,2.0,1.0,0.0,76.0,2013.0,Port Phillip City Council,-37.8562,144.9844,Southern Metropolitan,13240
Sunbury,60 Heysen Dr,3.0,h,420000.0,S,Raine,1/7/2017,31.7,3429,3.0,1.0,2.0,466.0,101.0,1985.0,Hume City Council,-37.57282,144.70553,Western Metropolitan,14092
Bentleigh East,71 Bignell Rd,4.0,h,1200000.0,S,hockingstuart,7/5/2016,13.9,3165,4.0,2.0,2.0,619.0,191.0,1960.0,Glen Eira City Council,-37.9358,145.0688,Southern Metropolitan,10969
Sunbury,19 Muirfield Dr,3.0,h,475000.0,S,Leeburn,29/07/2017,31.7,3429,3.0,1.0,4.0,754.0,131.0,1985.0,Hume City Council,-37.58442,144.75565,Western Metropolitan,14092
Bentleigh East,10 Majdal St,3.0,h,1225000.0,SP,Buxton,24/06/2017,13.8,3165,3.0,1.0,2.0,580.0,129.0,1950.0,Glen Eira City Council,-37.90984,145.08001000000002,Southern Metropolitan,10969
South Morang,39 Rolain Av,3.0,h,612000.0,S,HAR,9/12/2017,20.5,3752,3.0,2.0,2.0,348.0,140.0,1995.0,Whittlesea City Council,-37.63423,145.06856000000002,Northern Metropolitan,7969
Cheltenham,9 Allnutt Ct,3.0,h,800000.0,PI,Ray,6/1/2018,17.9,3192,3.0,1.0,2.0,585.0,123.0,1965.0,Bayside City Council,-37.9685,145.07538,Southern Metropolitan,9758
Yarraville,8 Gordon Pde,3.0,h,990000.0,S,Jas,6/5/2017,7.0,3013,3.0,1.0,2.0,340.0,119.0,1940.0,Maribyrnong City Council,-37.8227,144.8827,Western Metropolitan,6543
Hughesdale,1/13 Swindon Rd,2.0,u,516000.0,S,Ray,3/9/2016,13.0,3166,2.0,1.0,1.0,0.0,76.0,1970.0,Monash City Council,-37.8967,145.0858,Southern Metropolitan,3145
Balwyn North,211 Doncaster Rd,5.0,h,1683000.0,S,VICPROP,28/10/2017,9.7,3104,5.0,3.0,4.0,603.0,210.0,1955.0,Boroondara City Council,-37.794140000000006,145.08591,Southern Metropolitan,7809
Northcote,133 Beavers Rd,2.0,h,1050000.0,S,Jellis,29/04/2017,5.5,3070,2.0,1.0,1.0,181.0,85.0,1925.0,Darebin City Council,-37.7659,144.9903,Northern Metropolitan,11364
Northcote,118 Roberts St,2.0,h,1101000.0,S,Jellis,14/05/2016,5.5,3070,2.0,1.0,0.0,229.0,99.0,1910.0,Darebin City Council,-37.7784,145.0042,Northern Metropolitan,11364
Brunswick,77 Blyth St,3.0,h,950000.0,SP,Jellis,6/8/2016,5.2,3056,3.0,1.0,0.0,170.0,96.0,1910.0,Moreland City Council,-37.7661,144.9691,Northern Metropolitan,11918
Dingley Village,29 Elliott Cr,3.0,h,800000.0,S,Ray,15/07/2017,22.2,3172,3.0,2.0,4.0,801.0,150.0,1980.0,Kingston City Council,-37.98596,145.13187,South-Eastern Metropolitan,3940
Broadmeadows,31 Walsh St,3.0,h,407500.0,S,YPA,3/3/2018,14.0,3047,3.0,1.0,1.0,237.0,86.0,1960.0,Hume City Council,-37.68957,144.92224,Northern Metropolitan,4294
Hawthorn,5/67 Auburn Rd,1.0,u,350000.0,VB,Noel,12/11/2016,4.6,3122,1.0,1.0,1.0,0.0,51.0,1960.0,Boroondara City Council,-37.8208,145.0456,Southern Metropolitan,11308
Sunshine North,38 Barwon Av,2.0,h,600000.0,PI,Douglas,17/03/2018,10.5,3020,2.0,1.0,2.0,612.0,95.0,1970.0,Brimbank City Council,-37.76914,144.82631999999998,Western Metropolitan,4217
Surrey Hills,14 Scheele St,3.0,h,1560000.0,S,hockingstuart,24/09/2016,11.2,3127,0.0,2.0,1.0,335.0,209.0,2013.0,Boroondara City Council,-37.8165,145.0981,Southern Metropolitan,5457
Altona,158 Queen St,3.0,h,520000.0,VB,Greg,3/9/2016,13.8,3018,3.0,2.0,1.0,352.0,242.0,2015.0,Hobsons Bay City Council,-37.87,144.825,Western Metropolitan,5301
Lalor,17 Menzies Pde,3.0,h,622000.0,S,Ray,8/7/2017,16.3,3075,3.0,1.0,2.0,575.0,113.0,1970.0,Whittlesea City Council,-37.671459999999996,145.03232,Northern Metropolitan,8279
Dallas,7 Merino Av,3.0,h,480888.0,SA,Barry,11/11/2017,14.0,3047,3.0,1.0,3.0,569.0,108.0,1965.0,Hume City Council,-37.6706,144.9292,Northern Metropolitan,2246
West Footscray,5/14 Busch St,2.0,h,450000.0,S,hockingstuart,27/11/2016,8.2,3012,2.0,1.0,1.0,0.0,90.0,1980.0,Maribyrnong City Council,-37.7956,144.8762,Western Metropolitan,5058
Tarneit,7 Vive St,3.0,h,446000.0,S,Sweeney,22/07/2017,18.4,3029,3.0,2.0,2.0,326.0,162.0,2012.0,Wyndham City Council,-37.85037,144.66179,Western Metropolitan,10160
Heidelberg Heights,5 Burns Ct,3.0,h,909000.0,S,William,12/11/2016,10.5,3081,3.0,2.0,2.0,585.0,134.0,1960.0,Banyule City Council,-37.7358,145.0546,Eastern Metropolitan,2947
Brunswick West,6/86 Heller St,2.0,u,537000.0,SP,Jellis,22/08/2016,5.9,3055,2.0,1.0,1.0,501.0,66.0,1960.0,Moreland City Council,-37.7741,144.9449,Northern Metropolitan,7082
Melbourne,308/16 Liverpool St,1.0,u,432000.0,S,LITTLE,13/08/2016,2.8,3000,1.0,1.0,1.0,0.0,51.0,2005.0,Melbourne City Council,-37.8111,144.9715,Northern Metropolitan,17496
Glenroy,48 Everard St,3.0,h,580000.0,S,Barry,19/11/2016,13.0,3046,3.0,1.0,2.0,650.0,142.0,1960.0,Moreland City Council,-37.7002,144.9408,Northern Metropolitan,8870
Templestowe Lower,26 Horsfall St,4.0,h,1650000.0,PI,Jellis,27/11/2016,13.8,3107,4.0,2.0,2.0,673.0,280.0,2005.0,Manningham City Council,-37.7647,145.1186,Eastern Metropolitan,5420
Heidelberg Heights,49C Dresden St,2.0,t,680000.0,S,Jellis,27/05/2017,8.8,3081,2.0,1.0,1.0,129.0,106.0,2013.0,Banyule City Council,-37.749309999999994,145.05505,Eastern Metropolitan,2947
Richmond,113A Richmond Tce,3.0,h,1785000.0,S,hockingstuart,8/4/2017,2.6,3121,3.0,1.0,0.0,240.0,115.0,1958.0,Yarra City Council,-37.8221,144.9964,Northern Metropolitan,14949
Reservoir,3 Sheargold Ct,3.0,h,475000.0,S,Nelson,18/06/2016,11.2,3073,3.0,1.0,1.0,535.0,133.0,1970.0,Darebin City Council,-37.692,144.9781,Northern Metropolitan,21650
Sunshine,9 Una St,3.0,h,695000.0,S,Sweeney,22/08/2016,12.6,3020,3.0,1.0,1.0,616.0,117.0,1930.0,Brimbank City Council,-37.7842,144.843,Western Metropolitan,3755
Parkdale,22 Keith St,4.0,h,1300000.0,SP,Buxton,17/06/2017,21.5,3195,4.0,2.0,2.0,597.0,150.0,1970.0,Kingston City Council,-37.99232,145.08469,South-Eastern Metropolitan,5087
Richmond,10/8 Hull St,2.0,u,640000.0,SP,Jellis,14/05/2016,2.6,3121,2.0,1.0,2.0,0.0,69.0,2000.0,Yarra City Council,-37.8173,144.9965,Northern Metropolitan,14949
Hawthorn,530 Burwood Rd,3.0,h,1300000.0,S,Marshall,8/10/2016,4.6,3122,3.0,2.0,1.0,341.0,155.0,1938.0,Boroondara City Council,-37.8236,145.0425,Southern Metropolitan,11308
Brighton,33a Durrant St,2.0,h,1532000.0,S,Hodges,22/08/2016,11.2,3186,2.0,1.0,2.0,411.0,165.0,1910.0,Bayside City Council,-37.9095,145.004,Southern Metropolitan,10579
Bentleigh East,71 Deakin St,5.0,h,1550000.0,PI,hockingstuart,27/11/2016,13.9,3165,5.0,3.0,2.0,583.0,296.0,2007.0,Glen Eira City Council,-37.9143,145.0699,Southern Metropolitan,10969
Parkdale,5 Booth St,2.0,h,1270000.0,S,Barry,27/05/2017,21.5,3195,2.0,1.0,4.0,772.0,120.0,1940.0,Kingston City Council,-37.994820000000004,145.08459,South-Eastern Metropolitan,5087
Mordialloc,8 Ashmore Av,4.0,h,1800000.0,SP,Buxton,12/8/2017,21.5,3195,4.0,2.0,2.0,656.0,303.0,1950.0,Kingston City Council,-38.00119,145.08588999999998,South-Eastern Metropolitan,3650
Melbourne,1814/250 Elizabeth St,2.0,u,720000.0,S,Harcourts,27/05/2017,0.0,3000,2.0,1.0,1.0,0.0,86.0,1976.0,Melbourne City Council,-37.812670000000004,144.96273,Northern Metropolitan,17496
Armadale,8/74 Denbigh Rd,2.0,u,410000.0,VB,hockingstuart,27/05/2017,6.3,3143,2.0,1.0,0.0,1097.0,63.0,1967.0,Stonnington City Council,-37.85549,145.0163,Southern Metropolitan,4836
Hoppers Crossing,10 Kelwin Ct,4.0,h,680000.0,VB,hockingstuart,27/05/2017,18.4,3029,4.0,2.0,3.0,800.0,158.0,1990.0,Wyndham City Council,-37.870509999999996,144.7141,Western Metropolitan,13830
Doncaster,19 Gilmore Rd,3.0,h,1485000.0,S,Barry,16/04/2016,13.9,3108,3.0,2.0,2.0,731.0,140.0,1960.0,Manningham City Council,-37.7892,145.131,Eastern Metropolitan,9028
Bentleigh East,12 May St,2.0,h,1430000.0,S,Jellis,17/02/2018,13.8,3165,2.0,1.0,3.0,580.0,94.0,1950.0,Glen Eira City Council,-37.91766,145.05293999999998,Southern Metropolitan,10969
Bayswater,17 Orange Gr,3.0,h,700000.0,S,Biggin,3/6/2017,23.2,3153,3.0,2.0,1.0,509.0,140.0,1980.0,Knox City Council,-37.84823,145.26673,Eastern Metropolitan,5030
Williamstown,2/70 Osborne St,2.0,u,880000.0,S,hockingstuart,27/05/2017,6.8,3016,2.0,1.0,2.0,169.0,78.54,2000.0,Hobsons Bay City Council,-37.866820000000004,144.90003000000002,Western Metropolitan,6380
Heidelberg,10 Cleve Gr,3.0,h,1195000.0,S,Miles,24/09/2016,10.6,3084,3.0,1.0,1.0,662.0,159.0,1950.0,Banyule City Council,-37.7507,145.062,Eastern Metropolitan,2890
Essendon,5A Roberts St,3.0,h,2100000.0,PI,McDonald,17/03/2018,7.5,3040,3.0,3.0,2.0,719.0,292.0,2010.0,Moonee Valley City Council,-37.75396,144.89796,Western Metropolitan,9264
Camberwell,19 Davis Av,6.0,h,2835000.0,SP,Noel,16/09/2017,7.7,3124,6.0,3.0,2.0,794.0,283.0,1970.0,Boroondara City Council,-37.84317,145.05688,Southern Metropolitan,8920
Chelsea Heights,7 Perovic Pl,2.0,u,580000.0,S,Ray,4/11/2017,27.0,3196,2.0,1.0,1.0,241.0,95.0,1998.0,Kingston City Council,-38.0436,145.1305,South-Eastern Metropolitan,2076
Burwood,55 Parer St,4.0,t,900000.0,VB,Noel,22/05/2016,11.7,3125,4.0,3.0,2.0,381.0,176.0,2013.0,Monash City Council,-37.8459,145.1041,Southern Metropolitan,5678
Glen Iris,67 Celia St,4.0,h,1700000.0,PI,Fletchers,15/10/2016,9.2,3146,4.0,3.0,1.0,650.0,266.0,1946.0,Boroondara City Council,-37.8581,145.078,Southern Metropolitan,10412
Sandringham,154 Abbott St,4.0,h,850000.0,PI,McGrath,8/7/2017,15.2,3191,4.0,3.0,2.0,709.0,327.0,2017.0,Bayside City Council,-37.95095,145.02096,Southern Metropolitan,4497
Albion,10/117 Anderson Rd,1.0,u,185000.0,S,hockingstuart,22/08/2016,13.9,3020,1.0,1.0,1.0,2347.0,43.0,1975.0,Brimbank City Council,-37.7852,144.8272,Western Metropolitan,2185
Elsternwick,275 Kooyong Rd,3.0,h,1605000.0,S,Biggin,27/11/2016,8.5,3185,3.0,1.0,1.0,418.0,152.0,1890.0,Glen Eira City Council,-37.8831,145.0153,Southern Metropolitan,4898
Preston,3 Avondale Rd,3.0,h,980000.0,S,Harcourts,17/09/2016,8.8,3072,3.0,2.0,1.0,479.0,121.0,1930.0,Darebin City Council,-37.7425,145.014,Northern Metropolitan,14577
Mont Albert,50/781 Whitehorse Rd,2.0,u,750000.0,S,RW,4/2/2016,11.8,3127,2.0,2.0,2.0,0.0,80.0,2003.0,Boroondara City Council,-37.8161,145.1098,Eastern Metropolitan,2079
Heidelberg,4/81 Rosanna Rd,3.0,u,620000.0,S,Fletchers,4/3/2017,10.6,3084,3.0,1.0,1.0,215.0,,1985.0,Banyule City Council,-37.7509,145.0698,Eastern Metropolitan,2890
Melton,102 Palmerston St,4.0,h,405000.0,S,hockingstuart,24/06/2017,31.7,3337,4.0,2.0,2.0,590.0,163.0,1970.0,Melton City Council,-37.67815,144.58355,Western Victoria,3600
Elwood,1/203 Brighton Rd,2.0,u,902000.0,S,RT,27/05/2017,7.2,3184,2.0,1.0,0.0,702.0,86.0,1940.0,Port Phillip City Council,-37.87944,144.99375,Southern Metropolitan,8989
Sunshine West,49 Warmington Rd,3.0,h,451000.0,S,Douglas,30/07/2016,13.5,3020,3.0,1.0,6.0,655.0,146.0,1978.0,Brimbank City Council,-37.8022,144.8235,Western Metropolitan,6763
Carnegie,1/80 Truganini Rd,3.0,u,1151000.0,S,Woodards,29/07/2017,10.1,3163,3.0,2.0,1.0,259.0,115.0,1995.0,Glen Eira City Council,-37.89178,145.0539,Southern Metropolitan,7822
Maidstone,67 Ballarat Rd,2.0,h,646000.0,SP,Jas,13/08/2016,9.2,3012,2.0,1.0,2.0,270.0,95.0,1900.0,Maribyrnong City Council,-37.7871,144.8791,Western Metropolitan,3873
Glenroy,6 Dromana St,4.0,h,702000.0,S,Eview,10/12/2016,13.0,3046,4.0,1.0,4.0,606.0,124.0,1956.0,Moreland City Council,-37.7104,144.9088,Northern Metropolitan,8870
South Kingsville,1/39 New St,2.0,t,650000.0,SP,Greg,6/8/2016,9.1,3015,2.0,2.0,1.0,151.0,102.0,2011.0,Hobsons Bay City Council,-37.8289,144.8671,Western Metropolitan,984
Keilor East,71 Nyah St,5.0,h,1005000.0,SA,Nelson,8/7/2017,11.7,3033,5.0,3.0,2.0,596.0,176.0,1970.0,Brimbank City Council,-37.7305,144.86863,Western Metropolitan,5629
Brunswick,135 Victoria St,4.0,h,1500000.0,S,Nelson,17/06/2017,5.2,3056,4.0,1.0,1.0,318.0,100.0,1908.0,Moreland City Council,-37.767920000000004,144.97141000000002,Northern Metropolitan,11918
Coburg,2/6 McKay St,2.0,u,500000.0,SP,Jellis,7/11/2016,7.8,3058,2.0,1.0,1.0,0.0,74.0,1970.0,Darebin City Council,-37.7405,144.9644,Northern Metropolitan,11204
Parkville,12/196 The Avenue,1.0,u,526000.0,SP,Nelson,25/02/2017,2.6,3052,1.0,1.0,1.0,2488.0,50.0,1995.0,Melbourne City Council,-37.7829,144.9574,Northern Metropolitan,2309
Taylors Hill,6 Hobart Wy,5.0,h,725500.0,S,Barry,22/07/2017,18.0,3037,5.0,3.0,2.0,450.0,260.0,2011.0,Melton City Council,-37.71152,144.75283000000002,Western Metropolitan,4242
Aberfeldie,13 Valencia St,4.0,h,1650000.0,SP,Barry,16/09/2017,7.5,3040,4.0,2.0,1.0,484.0,186.0,1950.0,Moonee Valley City Council,-37.7609,144.89886,Western Metropolitan,1543
Pascoe Vale,16 Hayes Pde,5.0,h,950000.0,VB,Nelson,10/12/2016,9.9,3044,5.0,2.0,2.0,705.0,166.0,1950.0,Moreland City Council,-37.7328,144.9281,Northern Metropolitan,7485
Fairfield,147 Gillies St,3.0,h,1375000.0,S,McGrath,28/08/2016,5.8,3078,3.0,1.0,1.0,496.0,122.0,1910.0,Darebin City Council,-37.7737,145.018,Northern Metropolitan,2970
Elwood,3/521 St Kilda St,2.0,u,715000.0,S,Chisholm,29/07/2017,7.2,3184,2.0,1.0,1.0,795.0,80.0,2005.0,Port Phillip City Council,-37.88351,144.99202,Southern Metropolitan,8989
Hawthorn,6a Scott St,4.0,h,1650000.0,PI,Jellis,3/9/2016,4.6,3122,4.0,2.0,2.0,317.0,210.0,2005.0,Boroondara City Council,-37.8344,145.0422,Southern Metropolitan,11308
Watsonia,28 Papua St,2.0,h,701000.0,S,Barry,28/05/2016,14.9,3087,4.0,1.0,2.0,762.0,98.0,1970.0,Banyule City Council,-37.7112,145.0861,Northern Metropolitan,2329
Knoxfield,8 Markhill Pl,4.0,h,1218000.0,S,Ray,27/05/2017,23.3,3180,4.0,2.0,2.0,900.0,281.0,1994.0,Knox City Council,-37.87695,145.2547,Eastern Metropolitan,2949
Braybrook,80 South Rd,4.0,h,610000.0,VB,Biggin,17/09/2016,10.8,3019,4.0,2.0,1.0,283.0,154.0,1990.0,Maribyrnong City Council,-37.7908,144.8485,Western Metropolitan,3589
Fawkner,1/80 Argyle St,4.0,u,540000.0,S,hockingstuart,24/09/2016,12.4,3060,4.0,2.0,3.0,209.0,120.0,1960.0,Hume City Council,-37.7172,144.968,Northern Metropolitan,5070
Braybrook,80 South Rd,4.0,h,645000.0,SP,Biggin,7/11/2016,10.8,3019,4.0,2.0,1.0,283.0,154.0,1990.0,Maribyrnong City Council,-37.7908,144.8485,Western Metropolitan,3589
Altona,4/31 Millers Rd,2.0,u,391000.0,SP,Greg,11/2/2017,13.8,3018,2.0,1.0,1.0,0.0,65.0,1965.0,Hobsons Bay City Council,-37.8678,144.8384,Western Metropolitan,5301
Melton South,6 Bass Ct,4.0,h,420000.0,PI,PRDNationwide,9/12/2017,29.8,3338,4.0,1.0,4.0,700.0,124.0,1975.0,Melton City Council,-37.71007,144.56563,Western Victoria,4718
Strathmore,7 Glenview Rd,4.0,h,,S,Brad,17/03/2018,8.2,3041,4.0,2.0,2.0,650.0,215.0,1950.0,Moonee Valley City Council,-37.73963,144.92112,Western Metropolitan,3284
Albion,1/141 Anderson Rd,2.0,u,420000.0,S,Bells,13/05/2017,13.9,3020,2.0,1.0,1.0,192.0,88.0,1970.0,Brimbank City Council,-37.7832,144.8275,Western Metropolitan,2185
Mount Waverley,14 Wingate Av,1.0,h,1820000.0,SP,LLC,4/11/2017,14.2,3149,1.0,1.0,1.0,919.0,158.0,2017.0,Monash City Council,-37.8809,145.1436,Eastern Metropolitan,13366
Viewbank,8 Mark St,4.0,h,,SN,Miles,7/11/2016,13.8,3084,4.0,2.0,1.0,758.0,200.0,1989.0,Banyule City Council,-37.7328,145.0962,Eastern Metropolitan,2698
Croydon,8 Taronga Cr,3.0,h,800000.0,VB,Fletchers,17/02/2018,23.0,3136,3.0,1.0,2.0,870.0,145.0,1970.0,Maroondah City Council,-37.79364,145.29823000000002,Eastern Metropolitan,11925
Bentleigh East,18 Patricia St,3.0,h,1020000.0,S,Nick,27/11/2016,13.9,3165,3.0,1.0,2.0,596.0,144.0,1960.0,Glen Eira City Council,-37.9251,145.0771,Southern Metropolitan,10969
Gowanbrae,3 Lilac Mw,4.0,h,790000.0,SP,Nelson,28/10/2017,12.9,3043,4.0,2.0,2.0,653.0,181.0,2002.0,Moreland City Council,-37.7031,144.89443,Western Metropolitan,1071
Airport West,6 Kittyhawk St,4.0,h,773000.0,S,Brad,17/09/2016,13.5,3042,5.0,3.0,4.0,531.0,309.0,1980.0,Moonee Valley City Council,-37.7263,144.8679,Western Metropolitan,3464
Ferntree Gully,3 Kirby Ct,4.0,h,875000.0,S,Noel,19/08/2017,24.8,3156,4.0,3.0,4.0,793.0,225.0,1980.0,Knox City Council,-37.88793,145.27561,Eastern Metropolitan,10788
Hawthorn East,4 Temple St,6.0,h,1666000.0,S,Noel,24/09/2016,7.5,3123,6.0,2.0,0.0,350.0,198.0,1900.0,Boroondara City Council,-37.8219,145.0556,Southern Metropolitan,6482
Burnside Heights,16 Stanthorp St,3.0,h,655000.0,S,YPA,23/09/2017,14.8,3023,3.0,2.0,2.0,419.0,,2007.0,Melton City Council,-37.732440000000004,144.75669,Western Metropolitan,1686
Port Melbourne,176 Dow St,3.0,h,1080000.0,S,Biggin,30/07/2016,3.8,3207,3.0,1.0,2.0,116.0,95.0,1910.0,Melbourne City Council,-37.8401,144.94299999999998,Southern Metropolitan,8648
Maribyrnong,20/9 Fabian Ct,2.0,t,429000.0,S,Trimson,18/03/2017,8.7,3032,2.0,1.0,1.0,83.0,88.0,1980.0,Maribyrnong City Council,-37.7732,144.8927,Western Metropolitan,4918
Ascot Vale,95 Walter St,4.0,h,1480000.0,S,Raine,17/09/2016,5.9,3032,4.0,2.0,2.0,597.0,180.0,1939.0,Moonee Valley City Council,-37.7757,144.9088,Western Metropolitan,6567
Port Melbourne,130/70 Nott St,2.0,u,590000.0,VB,Marshall,6/8/2016,3.8,3207,2.0,2.0,1.0,0.0,70.0,2012.0,Melbourne City Council,-37.8404,144.9391,Southern Metropolitan,8648
South Morang,6 Jindabyne Av,5.0,h,810000.0,S,Stockdale,25/11/2017,20.5,3752,5.0,3.0,2.0,832.0,255.0,2009.0,Whittlesea City Council,-37.6414,145.0838,Northern Metropolitan,7969
Maribyrnong,50 Village Wy,3.0,t,637500.0,SP,Raine,24/02/2018,4.3,3032,3.0,2.0,2.0,78.0,107.0,2002.0,Maribyrnong City Council,-37.77158,144.88116000000002,Western Metropolitan,4918
Moonee Ponds,90 Bent St,4.0,h,1400000.0,PI,Hodges,29/07/2017,6.2,3039,4.0,2.0,1.0,375.0,200.0,1930.0,Moonee Valley City Council,-37.762609999999995,144.93249,Western Metropolitan,6232
Moonee Ponds,11 Bloom St,3.0,h,1210000.0,S,Nelson,3/3/2018,6.2,3039,3.0,1.0,2.0,355.0,134.0,1950.0,Moonee Valley City Council,-37.758790000000005,144.91783,Western Metropolitan,6232
Glenroy,19 Wheatsheaf Rd,3.0,h,895000.0,S,Barry,6/5/2017,13.0,3046,3.0,1.0,2.0,697.0,148.0,1955.0,Moreland City Council,-37.7097,144.9256,Northern Metropolitan,8870
Balwyn,23 Nungerner St,3.0,h,2730000.0,S,Jellis,16/09/2017,7.9,3103,3.0,2.0,2.0,679.0,203.0,1940.0,Boroondara City Council,-37.80576,145.06978999999998,Southern Metropolitan,5682
Kew,56 Cecil St,4.0,h,2350000.0,VB,Jellis,17/09/2016,5.6,3101,4.0,2.0,2.0,861.0,358.0,1983.0,Boroondara City Council,-37.8047,145.0534,Southern Metropolitan,10331
Reservoir,1 Cameron St,3.0,h,861000.0,S,Stockdale,3/9/2017,12.0,3073,3.0,2.0,3.0,488.0,135.0,1950.0,Darebin City Council,-37.727470000000004,145.00035,Northern Metropolitan,21650
Richmond,25 Egan St,3.0,h,1074000.0,S,Marshall,12/11/2016,2.6,3121,3.0,1.0,0.0,245.0,140.0,1900.0,Yarra City Council,-37.8138,144.9921,Northern Metropolitan,14949
Camberwell,29 Mabel St,4.0,h,2216000.0,S,Fletchers,8/4/2017,7.8,3124,4.0,2.0,0.0,670.0,176.0,1930.0,Boroondara City Council,-37.8378,145.089,Southern Metropolitan,8920
Templestowe Lower,3 Astley St,4.0,h,920000.0,PI,Barry,22/08/2016,13.8,3107,4.0,2.0,2.0,678.0,,1980.0,Manningham City Council,-37.7613,145.1047,Eastern Metropolitan,5420
Hawthorn East,10/26 Redfern Rd,3.0,t,1110000.0,S,Jellis,8/10/2016,7.5,3123,3.0,2.0,2.0,94.0,169.0,2005.0,Boroondara City Council,-37.8302,145.0525,Southern Metropolitan,6482
Kew,17 Hartington St,5.0,h,2900000.0,VB,Jellis,25/11/2017,5.4,3101,5.0,2.0,2.0,920.0,241.0,1900.0,Boroondara City Council,-37.8017,145.0419,Southern Metropolitan,10331
Hawthorn East,1/21 Auburn Gr,2.0,u,555000.0,S,Marshall,29/04/2017,7.5,3123,2.0,1.0,2.0,0.0,64.0,1970.0,Boroondara City Council,-37.8254,145.0474,Southern Metropolitan,6482
Preston,2 Shakespeare Av,5.0,h,1455000.0,S,Nelson,6/1/2018,8.4,3072,5.0,2.0,2.0,619.0,253.0,1930.0,Darebin City Council,-37.73258,145.01356,Northern Metropolitan,14577
Northcote,19a Victoria Rd,3.0,h,975000.0,S,Barry,22/05/2016,5.5,3070,3.0,1.0,2.0,274.0,,2006.0,Darebin City Council,-37.7815,145.0096,Northern Metropolitan,11364
